oid,type,value
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149725012,OctetString,"""In-cabinet Inlet Air Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149725013,OctetString,"""In-cabinet Inlet Air High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149790512,OctetString,"""Emergency Ventilation Start"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149790513,OctetString,"""Motor1 Abnormal Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149790514,OctetString,"""Motor2 Abnormal Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149790700,OctetString,"""Temp1 Sensor Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149790701,OctetString,"""Temp1 Overtemperature Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149790702,OctetString,"""Temp1 Undertemperature Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791259,OctetString,"""Temp1 Temperature Sensor Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791260,OctetString,"""Temp2 Temperature Sensor Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791264,OctetString,"""EXTFAN1 Fault """
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791265,OctetString,"""EXTFAN2 Fault """
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791266,OctetString,"""INFAN1 Fault """
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791267,OctetString,"""INFAN2 Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791268,OctetString,"""INFAN3 Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791269,OctetString,"""INFAN4 Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791270,OctetString,"""Temp1 Overtemperature Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791271,OctetString,"""Temp1 Undertemperature Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791272,OctetString,"""Temp2 Overtemperature Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791273,OctetString,"""Temp2 Undertemperature Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791274,OctetString,"""TEC Cooler Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791275,OctetString,"""Door Open Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791276,OctetString,"""Smoke Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791277,OctetString,"""Water Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791279,OctetString,"""Reserved IN0 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791280,OctetString,"""Reserved IN1 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791326,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791340,OctetString,"""Heater Fault Alm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149791471,OctetString,"""Equip Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149859995,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990667,OctetString,"""Battery Fuse Break"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990668,OctetString,"""BLVD Warning"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990669,OctetString,"""BLVD Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990670,OctetString,"""Battery Discharging"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990671,OctetString,"""Battery Forcibly Connection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990672,OctetString,"""Battery High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990673,OctetString,"""Battery Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990674,OctetString,"""Battery Temperature Sensor 1 Missing"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990675,OctetString,"""Battery Temperature Sensor 2 Missing"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990676,OctetString,"""Battery Temperature Sensor 1 Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990677,OctetString,"""Battery Temperature Sensor 2 Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2149990678,OctetString,"""Battery Undervoltage"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056103,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056104,OctetString,"""Short Circuit Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056105,OctetString,"""Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056106,OctetString,"""Overvoltage Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056107,OctetString,"""Undervoltage Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056108,OctetString,"""Charge High Temperature Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056109,OctetString,"""Charge Low Temperature Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056110,OctetString,"""Discharge High Temperature Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056111,OctetString,"""Discharge Low Temperature Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056112,OctetString,"""Battery High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056113,OctetString,"""Battery Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056114,OctetString,"""Low Capcity"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056115,OctetString,"""Cell Overvoltage"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056116,OctetString,"""Cell Undervoltage"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056117,OctetString,"""Overall Overvoltage"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056118,OctetString,"""Overall Undervoltage"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056119,OctetString,"""Charge Overcurrent"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056120,OctetString,"""Discharge Overcurrent"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056121,OctetString,"""Charger Reverse Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056122,OctetString,"""Electrochemical Cell Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150056123,OctetString,"""BMS Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150318081,OctetString,"""Codes not Learnt"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150327077,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834384,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834385,OctetString,"""Input Undervoltage"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834386,OctetString,"""Input Overvoltage"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834389,OctetString,"""Load 0 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834390,OctetString,"""Load 1 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834391,OctetString,"""Load 2 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834392,OctetString,"""Load 3 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834393,OctetString,"""Load 4 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834394,OctetString,"""Load 5 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834395,OctetString,"""Load 6 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834396,OctetString,"""Load 7 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834397,OctetString,"""Load 8 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834398,OctetString,"""Load 9 Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834441,OctetString,"""EFUSE Board Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834452,OctetString,"""Load 0 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834453,OctetString,"""Load 1 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834454,OctetString,"""Load 2 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834455,OctetString,"""Load 3 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834456,OctetString,"""Load 4 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834457,OctetString,"""Load 5 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834458,OctetString,"""Load 6 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834459,OctetString,"""Load 7 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834460,OctetString,"""Load 8 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834461,OctetString,"""Load 9 Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834462,OctetString,"""Load 0 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834463,OctetString,"""Load 1 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834464,OctetString,"""Load 2 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834465,OctetString,"""Load 3 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834466,OctetString,"""Load 4 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834467,OctetString,"""Load 5 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834468,OctetString,"""Load 6 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834469,OctetString,"""Load 7 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834470,OctetString,"""Load 8 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834471,OctetString,"""Load 9 Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834472,OctetString,"""Load 0 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834473,OctetString,"""Load 1 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834474,OctetString,"""Load 2 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834475,OctetString,"""Load 3 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834476,OctetString,"""Load 4 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834477,OctetString,"""Load 5 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834478,OctetString,"""Load 6 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834479,OctetString,"""Load 7 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834480,OctetString,"""Load 8 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150834481,OctetString,"""Load 9 Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150887436,OctetString,"""Load Overcurrent Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150887437,OctetString,"""Load Branch Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150887438,OctetString,"""Load Power Down"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2150887439,OctetString,"""Load Control Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2151166265,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2151166267,OctetString,"""Motion Detected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2152011218,OctetString,"""Normal Unlock Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2152011219,OctetString,"""Abnormal Unlock Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2152011484,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2152930801,OctetString,"""DTS Manual Mode Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2155039039,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2155039040,OctetString,"""AC Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2155878346,OctetString,"""Door Open Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2155943862,OctetString,"""Water Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156009408,OctetString,"""Smoke Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156069280,OctetString,"""Ambient High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156069281,OctetString,"""Ambient Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156069282,OctetString,"""Ambient High Humidity"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156069283,OctetString,"""Ambient Low Humidity"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156078974,OctetString,"""Ambient Humidity Sensor Missing"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156078975,OctetString,"""Ambient Humidity Sensor Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156078978,OctetString,"""Ambient Temperature Sensor Missing"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156078979,OctetString,"""Ambient Temperature Sensor Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156079075,OctetString,"""Ambient Very High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156149662,OctetString,"""Infrared Sensor Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469530,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469531,OctetString,"""AI1 High Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469532,OctetString,"""AI1 Low Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469533,OctetString,"""AI2 High Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469534,OctetString,"""AI2 Low Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469535,OctetString,"""AI3 High Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469536,OctetString,"""AI3 Low Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469537,OctetString,"""AI4 High Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469538,OctetString,"""AI4 Low Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469539,OctetString,"""DI 0 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469540,OctetString,"""DI 1 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469541,OctetString,"""DI 2 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469542,OctetString,"""DI 3 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469543,OctetString,"""Navigation Light Fault """
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469544,OctetString,"""Air Conditioner Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469545,OctetString,"""Fans Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469546,OctetString,"""DI 16 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469547,OctetString,"""DI 17 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469548,OctetString,"""DI 18 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469549,OctetString,"""DI 19 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469550,OctetString,"""DI 20 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469551,OctetString,"""DI 21 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469552,OctetString,"""DI 22 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469553,OctetString,"""DI 23 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469554,OctetString,"""DI 24 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469555,OctetString,"""DI 25 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469556,OctetString,"""DI 26 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469557,OctetString,"""DI 27 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469558,OctetString,"""DI 28 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469559,OctetString,"""DI 29 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469560,OctetString,"""DI 30 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469561,OctetString,"""DI 31 Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469562,OctetString,"""Indoor Temperature Sensor Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469563,OctetString,"""Indoor Humidity Sensor Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156469564,OctetString,"""Outdoor Temperature Sensor Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2156527923,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2161006315,OctetString,"""Communication Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2161006316,OctetString,"""Temperature Sensor Fault"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2161006317,OctetString,"""High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2161006318,OctetString,"""Nonautomatic Mode Alarm"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164523711,OctetString,"""Battery High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164523712,OctetString,"""Battery Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164523713,OctetString,"""Battery Charge Overcurrent"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164523714,OctetString,"""Low Battery Capacity"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164523744,OctetString,"""Battery Discharging"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533109,OctetString,"""BLVD Warning"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533111,OctetString,"""BLVD Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533739,OctetString,"""Battery Testing"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533740,OctetString,"""Battery Test Negative"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533764,OctetString,"""Battery Boost Charging"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533765,OctetString,"""BatteryBoost Charging Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533790,OctetString,"""Battery Temperature Compensation Activated"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533791,OctetString,"""Battery Very High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533792,OctetString,"""Battery Very Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533801,OctetString,"""Battery Not Detected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533806,OctetString,"""Battery Test Cancelled"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164533807,OctetString,"""Battery Current Imbalance"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164542773,OctetString,"""BLVD High Temperature Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164542774,OctetString,"""BLVD Low Voltage Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164542775,OctetString,"""BLVD Low Capacity Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164599102,OctetString,"""SOH Low"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164599103,OctetString,"""SOH Warning"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164654783,OctetString,"""Battery High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164654784,OctetString,"""Battery Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164654785,OctetString,"""Battery Charge Overcurrent"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164654786,OctetString,"""Low Battery Capacity"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164654816,OctetString,"""Battery Discharging"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664181,OctetString,"""BLVD Warning"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664183,OctetString,"""BLVD Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664811,OctetString,"""Battery Testing"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664812,OctetString,"""Battery Test Negative"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664836,OctetString,"""Battery Boost Charging"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664837,OctetString,"""Battery Boost Charging Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664862,OctetString,"""Battery Temperature Compensation Activated"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664863,OctetString,"""Battery Very High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664864,OctetString,"""Battery Very Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664873,OctetString,"""Battery Not Detected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664878,OctetString,"""Battery Test Cancelled"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164664879,OctetString,"""Battery Current Imbalance"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164673845,OctetString,"""BLVD High Temperature Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164673846,OctetString,"""BLVD Low Voltage Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164673847,OctetString,"""BLVD Low Capacity Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164730174,OctetString,"""SOH Low"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164730175,OctetString,"""SOH Warning"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164785855,OctetString,"""Battery High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164785856,OctetString,"""Battery Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164785857,OctetString,"""Battery Charge Overcurrent"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164785858,OctetString,"""Low Battery Capacity"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164785888,OctetString,"""Battery Discharging"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795253,OctetString,"""BLVD Warning"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795255,OctetString,"""BLVD Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795883,OctetString,"""Battery Testing"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795884,OctetString,"""Battery Test Negative"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795908,OctetString,"""Battery Boost Charging"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795909,OctetString,"""Battery Boost Charging Protection"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795934,OctetString,"""Battery Temperature Compensation Activated"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795935,OctetString,"""Battery Very High Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795936,OctetString,"""Battery Very Low Temperature"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795945,OctetString,"""Battery Not Detected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795950,OctetString,"""Battery Test Cancelled"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164795951,OctetString,"""Battery Current Imbalance"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164804917,OctetString,"""BLVD High Temperature Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164804918,OctetString,"""BLVD Low Voltage Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164804919,OctetString,"""BLVD Low Capacity Disconnected"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164861246,OctetString,"""SOH Low"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2164861247,OctetString,"""SOH Warning"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2165985301,OctetString,"""PV Array Lost"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2166839119,OctetString,"""Communication failed"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2166839120,OctetString,"""Fan Failure"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2166839121,OctetString,"""AC Output Undervoltage"""
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.2.2166839122,OctetString,"""AC Output Overvoltage"""
